,target,location,aircraft_damage,make,model,number_of_engines,engine_type,weather_conditions,phase_of_flight,Year,Month,Day,injuries,pax_onboard,fatality_percentage,survived,amateur_built
0,4,1725,0,2963,976,1.0,0,2,1,1982,6,13,1.0,1.0,0.0,1.0,0
1,4,7692,0,2963,3852,1.0,0,2,2,1982,7,1,2.0,2.0,0.0,2.0,1
2,0,4221,0,2963,6619,1.0,0,2,0,1982,7,16,1.0,1.0,100.0,0.0,1
3,4,12735,0,2963,4236,1.0,0,2,6,1982,8,21,0.0,1.0,0.0,1.0,1
4,4,11332,2,2963,5820,1.0,0,2,5,1982,8,24,0.0,1.0,0.0,1.0,1
5,4,9901,2,2963,5980,1.0,0,2,9,1982,9,11,2.0,2.0,0.0,2.0,1
6,0,3680,2,2963,3604,1.0,0,2,0,1982,10,23,1.0,1.0,100.0,0.0,1
7,4,5824,2,2963,5288,1.0,0,2,9,1990,11,2,0.0,1.0,0.0,1.0,1
8,4,3360,2,2963,6469,2.0,5,2,9,2007,9,2,0.0,2.0,0.0,2.0,0
9,0,10888,0,0,3276,1.0,0,2,6,1994,6,8,1.0,1.0,100.0,0.0,1
10,4,12544,2,1,2675,1.0,0,2,2,1990,5,27,0.0,1.0,0.0,1.0,1
11,0,10668,0,2,3793,1.0,0,2,6,1992,2,4,1.0,1.0,100.0,0.0,1
12,4,7483,0,3,3458,1.0,0,2,9,1992,5,30,0.0,1.0,0.0,1.0,1
13,4,9475,2,4,5286,1.0,0,2,9,1994,8,27,1.0,1.0,0.0,1.0,1
14,0,7947,0,5,3414,2.0,5,2,9,1999,6,13,1.0,1.0,100.0,0.0,0
15,4,8891,0,6,3500,1.0,0,2,9,1989,7,30,0.0,1.0,0.0,1.0,1
16,4,10322,2,7,4001,1.0,0,2,3,1991,9,27,1.0,1.0,0.0,1.0,1
17,4,11288,2,7,6013,1.0,0,2,6,2000,9,5,0.0,1.0,0.0,1.0,1
18,4,8935,0,8,4512,1.0,0,2,6,1999,1,17,0.0,1.0,0.0,1.0,1
19,4,8056,2,9,6291,1.0,0,2,2,1999,5,16,1.0,1.0,0.0,1.0,1
20,4,7947,0,10,5170,1.0,0,2,1,1992,9,20,2.0,2.0,0.0,2.0,1
21,4,13045,2,11,2642,1.0,0,2,9,1994,7,24,1.0,1.0,0.0,1.0,1
22,4,6555,2,12,1515,1.0,0,2,9,1993,3,6,0.0,1.0,0.0,1.0,1
23,4,9445,2,13,5610,1.0,0,2,9,1989,8,13,1.0,1.0,0.0,1.0,1
24,4,5907,2,14,1802,2.0,5,2,5,1989,3,11,4.0,5.0,0.0,5.0,0
25,4,11173,2,14,3810,1.0,0,2,5,1995,10,10,1.0,1.0,0.0,1.0,1
26,4,3835,2,14,5359,1.0,0,2,5,1999,6,13,0.0,1.0,0.0,1.0,1
27,4,718,0,14,1490,0.0,5,2,5,1984,7,14,1.0,5.0,0.0,5.0,0
28,4,4606,0,14,1446,0.0,5,2,2,1990,1,21,1.0,1.0,0.0,1.0,0
29,4,13675,2,14,1490,2.0,5,2,5,1983,10,8,1.0,6.0,0.0,6.0,0
30,4,226,2,14,1446,0.0,5,2,0,1989,10,8,0.0,3.0,0.0,3.0,0
31,4,4804,2,14,1447,2.0,5,2,5,1984,5,31,1.0,1.0,0.0,1.0,0
32,4,7093,2,14,1447,2.0,5,2,8,2000,3,18,3.0,3.0,0.0,3.0,0
33,4,13622,0,14,1447,2.0,5,2,8,1999,7,3,2.0,2.0,0.0,2.0,0
34,4,629,2,14,1450,2.0,5,2,9,1990,5,27,1.0,5.0,0.0,5.0,0
35,0,4425,2,14,1447,2.0,5,2,3,1997,12,6,1.0,2.0,50.0,1.0,0
36,4,11900,2,14,6265,1.0,0,2,9,1994,7,3,1.0,1.0,0.0,1.0,1
37,4,3997,2,14,2243,1.0,0,2,0,1990,5,19,0.0,1.0,0.0,1.0,1
38,0,6269,0,14,5869,1.0,0,2,9,1997,11,16,1.0,1.0,100.0,0.0,1
39,4,4285,2,14,1446,0.0,5,2,5,1982,5,30,0.0,2.0,0.0,2.0,0
40,4,11496,2,14,6464,0.0,5,1,5,1989,4,27,3.0,4.0,0.0,4.0,1
41,4,188,0,14,1446,0.0,5,2,5,1986,4,20,1.0,3.0,0.0,3.0,0
42,4,629,0,14,1371,2.0,5,2,5,1988,1,18,3.0,4.0,0.0,4.0,0
43,4,2476,2,14,1447,2.0,5,2,5,1988,6,29,1.0,2.0,0.0,2.0,0
44,4,899,2,15,5169,1.0,0,2,9,1985,12,15,0.0,1.0,0.0,1.0,1
45,0,13503,0,16,5979,1.0,0,2,9,1993,7,4,2.0,2.0,50.0,1.0,1
46,0,9424,0,17,4001,1.0,0,2,2,1997,10,12,1.0,1.0,100.0,0.0,1
47,4,12434,2,18,2270,1.0,0,2,9,1994,8,23,1.0,1.0,0.0,1.0,1
48,4,10587,0,19,6583,1.0,0,2,9,1994,8,24,2.0,2.0,0.0,2.0,0
49,4,9475,2,20,2272,1.0,0,2,9,1991,11,17,1.0,1.0,0.0,1.0,0
50,4,13169,0,21,5087,1.0,0,2,9,1985,8,21,1.0,1.0,0.0,1.0,1
51,4,13247,0,21,6459,1.0,0,2,6,1996,2,20,1.0,1.0,0.0,1.0,0
52,4,10916,2,22,6523,1.0,0,2,5,1998,12,29,0.0,3.0,0.0,3.0,1
53,4,1370,2,23,1000,2.0,0,2,5,1999,10,24,0.0,2.0,0.0,2.0,0
54,0,2155,0,23,1004,2.0,0,2,9,1985,7,27,1.0,1.0,100.0,0.0,0
55,4,6103,2,23,888,2.0,0,2,5,1987,9,25,0.0,1.0,0.0,1.0,0
56,4,12384,2,23,5516,1.0,0,2,6,1989,8,3,0.0,1.0,0.0,1.0,0
57,4,5981,2,23,19,1.0,0,2,9,1996,5,29,0.0,1.0,0.0,1.0,0
58,4,12580,2,23,1018,2.0,3,2,5,2008,5,30,0.0,2.0,0.0,2.0,0
59,0,9275,2,23,932,2.0,0,2,0,1995,8,22,1.0,1.0,100.0,0.0,0
60,4,785,0,23,20,1.0,0,2,9,1990,1,21,0.0,1.0,0.0,1.0,0
61,4,12444,2,23,5516,1.0,0,2,5,1989,8,10,0.0,1.0,0.0,1.0,0
62,4,11389,2,23,931,2.0,0,2,5,1983,10,16,0.0,2.0,0.0,2.0,0
63,4,7530,0,23,20,1.0,0,2,0,1985,6,27,0.0,4.0,0.0,4.0,0
64,4,9199,2,23,5516,1.0,0,2,6,1995,7,6,0.0,1.0,0.0,1.0,0
65,4,2400,0,23,2455,1.0,0,2,6,1996,7,1,1.0,1.0,0.0,1.0,0
66,4,13392,2,23,5516,1.0,0,2,6,1995,7,7,0.0,1.0,0.0,1.0,0
67,4,13496,2,23,896,2.0,0,2,0,1999,6,12,0.0,2.0,0.0,2.0,0
68,4,1889,0,23,912,2.0,0,2,2,1987,7,27,2.0,2.0,0.0,2.0,0
69,4,6865,2,23,1018,2.0,3,2,2,1984,1,20,0.0,1.0,0.0,1.0,0
70,4,8223,2,23,19,1.0,0,2,9,1987,11,1,0.0,3.0,0.0,3.0,0
71,4,10166,2,23,1006,2.0,0,2,2,1982,5,15,0.0,2.0,0.0,2.0,0
72,4,9351,2,23,2461,1.0,0,2,2,1987,7,31,0.0,1.0,0.0,1.0,0
73,4,13669,2,23,5516,1.0,0,2,2,1995,8,2,0.0,1.0,0.0,1.0,0
74,4,9191,2,23,20,1.0,0,2,2,1995,8,11,4.0,4.0,0.0,4.0,0
75,4,5697,2,23,5516,1.0,0,2,6,1995,7,21,1.0,1.0,0.0,1.0,0
76,4,64,2,23,1047,2.0,0,2,2,1987,9,30,2.0,2.0,0.0,2.0,0
77,4,12933,0,23,951,1.0,0,2,0,1989,12,11,0.0,1.0,0.0,1.0,0
78,4,363,2,23,1377,1.0,0,2,2,1983,9,26,1.0,1.0,0.0,1.0,0
79,0,4207,0,23,888,2.0,0,2,3,1983,11,20,6.0,6.0,100.0,0.0,0
80,4,8511,2,23,5516,1.0,0,2,6,1983,9,29,0.0,1.0,0.0,1.0,0
81,4,440,2,23,1016,2.0,3,2,2,1987,9,2,0.0,5.0,0.0,5.0,0
82,4,1683,2,23,5516,1.0,0,2,9,1999,9,1,0.0,1.0,0.0,1.0,0
83,4,11033,2,23,19,1.0,0,2,2,1983,11,16,0.0,1.0,0.0,1.0,0
84,0,7325,0,23,896,2.0,0,2,6,1996,2,11,3.0,3.0,100.0,0.0,0
85,4,7754,2,23,53,1.0,0,2,8,1995,12,11,0.0,2.0,0.0,2.0,0
86,0,2372,0,23,912,2.0,0,0,2,1983,11,8,2.0,2.0,100.0,0.0,0
87,0,1850,0,23,53,1.0,0,2,4,1995,12,23,2.0,2.0,100.0,0.0,0
88,4,743,2,23,20,1.0,0,2,6,1983,10,15,2.0,2.0,0.0,2.0,0
89,4,11037,2,23,20,1.0,0,2,9,1990,1,21,0.0,2.0,0.0,2.0,0
90,4,11715,2,23,1007,2.0,0,2,0,1987,9,2,0.0,7.0,0.0,7.0,0
91,4,9469,2,23,19,1.0,0,1,2,1983,9,20,1.0,1.0,0.0,1.0,0
92,0,7985,0,23,883,2.0,0,2,11,1996,5,2,3.0,3.0,100.0,0.0,0
93,4,4001,2,23,5516,1.0,0,2,9,1983,12,1,1.0,1.0,0.0,1.0,0
94,4,6339,2,23,1005,2.0,0,0,5,1990,1,18,3.0,3.0,0.0,3.0,0
95,4,2710,2,23,373,1.0,0,2,0,1996,4,28,0.0,1.0,0.0,1.0,0
96,4,6125,2,23,5516,1.0,0,2,9,1983,8,30,0.0,1.0,0.0,1.0,0
97,4,7668,2,23,20,1.0,0,2,5,1996,4,26,0.0,2.0,0.0,2.0,0
98,0,6069,0,23,1009,2.0,0,2,9,1989,9,10,2.0,2.0,50.0,1.0,0
99,0,6214,0,23,926,2.0,0,2,6,1995,9,8,2.0,2.0,100.0,0.0,0
100,4,9275,2,23,929,2.0,0,2,5,1987,9,24,0.0,1.0,0.0,1.0,0
101,4,9521,2,23,5516,1.0,0,2,6,1985,7,3,0.0,1.0,0.0,1.0,0
102,0,7844,0,23,53,1.0,0,0,6,1987,8,27,1.0,1.0,100.0,0.0,0
103,4,11269,0,23,888,2.0,0,2,9,1999,3,18,2.0,2.0,0.0,2.0,0
104,4,10881,2,23,55,2.0,2,1,5,1984,3,1,0.0,2.0,0.0,2.0,0
105,3,10426,1,23,1014,2.0,3,2,3,1998,6,29,0.0,3.0,0.0,3.0,0
106,4,5260,2,23,888,2.0,0,2,9,1988,9,16,1.0,1.0,0.0,1.0,0
107,4,1328,2,23,5516,1.0,0,2,9,1985,3,6,0.0,1.0,0.0,1.0,0
108,4,3692,2,23,1016,2.0,3,2,10,1998,7,28,0.0,2.0,0.0,2.0,0
109,0,606,0,23,20,1.0,0,2,0,1997,10,5,4.0,4.0,75.0,1.0,0
110,4,4435,2,23,5516,1.0,0,2,6,1984,7,24,0.0,1.0,0.0,1.0,0
111,4,7851,2,23,1015,2.0,0,2,2,1998,7,29,0.0,2.0,0.0,2.0,0
112,0,6213,0,23,1501,2.0,0,2,2,1997,9,6,2.0,2.0,100.0,0.0,0
113,4,12908,2,23,6269,1.0,0,2,9,1984,7,20,0.0,1.0,0.0,1.0,0
114,4,6285,2,23,1011,2.0,3,2,2,1985,3,6,0.0,5.0,0.0,5.0,0
115,0,6960,0,23,1018,2.0,3,2,0,1988,5,17,1.0,1.0,100.0,0.0,0
116,0,10190,0,23,2458,1.0,0,2,6,1984,7,13,1.0,1.0,100.0,0.0,0
117,4,2911,2,23,883,2.0,0,2,1,1997,7,8,2.0,2.0,0.0,2.0,0
118,4,1938,0,23,1010,2.0,3,2,3,1984,7,11,1.0,1.0,0.0,1.0,0
119,0,227,0,23,1047,2.0,0,0,0,1988,12,9,2.0,2.0,100.0,0.0,0
120,4,3561,2,23,2460,1.0,0,2,6,1997,6,23,0.0,1.0,0.0,1.0,0
121,4,899,2,23,5516,1.0,0,2,9,1998,8,18,1.0,1.0,0.0,1.0,0
122,4,338,0,23,5516,1.0,0,2,6,1984,6,30,1.0,1.0,0.0,1.0,0
123,4,6960,2,23,373,1.0,0,2,0,1997,6,13,0.0,1.0,0.0,1.0,0
124,4,10824,2,23,2460,1.0,0,2,9,1997,6,12,0.0,1.0,0.0,1.0,0
125,4,10913,2,23,373,1.0,0,2,0,1997,11,18,0.0,1.0,0.0,1.0,0
126,4,11115,2,23,1015,2.0,0,2,9,1988,6,16,0.0,1.0,0.0,1.0,0
127,0,6215,0,23,53,1.0,0,2,6,1997,12,1,3.0,3.0,100.0,0.0,0
128,4,2852,2,23,5516,1.0,0,2,9,1998,4,4,0.0,1.0,0.0,1.0,0
129,4,1085,2,23,882,2.0,0,2,9,1998,5,9,0.0,1.0,0.0,1.0,0
130,4,4050,2,23,877,2.0,0,2,0,1984,11,17,1.0,1.0,0.0,1.0,0
131,4,4160,2,23,19,1.0,0,2,9,1998,3,26,1.0,1.0,0.0,1.0,0
132,0,9617,0,23,1018,2.0,3,0,0,1984,12,20,2.0,2.0,50.0,1.0,0
133,4,4081,2,23,1009,2.0,0,0,9,1998,3,13,1.0,4.0,0.0,4.0,0
134,0,9172,0,23,2458,1.0,0,2,6,1998,5,31,1.0,1.0,100.0,0.0,0
135,0,1391,0,23,1011,2.0,3,0,3,1984,9,3,1.0,1.0,100.0,0.0,0
136,0,5540,0,23,5516,1.0,0,2,0,1998,6,5,1.0,1.0,100.0,0.0,0
137,0,6950,0,23,1016,2.0,3,1,2,1984,8,25,4.0,4.0,100.0,0.0,0
138,0,3727,0,23,883,2.0,0,0,1,1998,1,10,3.0,3.0,66.66666666666666,1.0,0
139,4,11954,2,23,912,2.0,0,2,9,1984,8,14,0.0,1.0,0.0,1.0,0
140,0,5312,0,23,1007,2.0,0,0,0,1998,6,16,1.0,1.0,100.0,0.0,0
141,0,5988,0,23,20,1.0,0,2,6,1988,8,23,3.0,3.0,100.0,0.0,0
142,0,13701,0,23,1018,2.0,3,2,0,1997,12,12,2.0,2.0,100.0,0.0,0
143,4,7307,2,23,5516,1.0,0,2,6,1998,9,9,0.0,1.0,0.0,1.0,0
144,4,3824,2,23,373,1.0,0,2,6,1999,3,13,0.0,2.0,0.0,2.0,0
145,4,12490,2,23,1016,2.0,3,2,1,1996,9,20,0.0,2.0,0.0,2.0,0
146,4,5449,2,23,932,2.0,0,2,5,1984,4,6,0.0,2.0,0.0,2.0,0
147,4,1278,2,23,53,1.0,0,2,5,1989,6,3,0.0,2.0,0.0,2.0,0
148,0,6574,0,23,1005,2.0,0,2,9,1996,9,9,1.0,1.0,100.0,0.0,0
149,4,8882,2,23,5516,1.0,0,2,6,1995,7,6,0.0,1.0,0.0,1.0,0
150,4,5468,0,23,5516,1.0,0,2,9,1999,3,19,1.0,1.0,0.0,1.0,0
151,4,10448,0,23,949,1.0,0,2,6,1996,8,12,0.0,1.0,0.0,1.0,0
152,4,5218,2,23,5516,1.0,0,2,6,1996,8,11,0.0,1.0,0.0,1.0,0
153,0,928,0,23,930,2.0,0,2,0,1999,1,30,4.0,4.0,50.0,2.0,0
154,4,7887,0,23,883,2.0,0,0,0,1984,3,31,1.0,1.0,0.0,1.0,0
155,4,2193,2,23,373,1.0,0,2,0,1988,1,16,2.0,2.0,0.0,2.0,0
156,4,13595,0,23,1379,1.0,0,2,6,1984,3,23,1.0,1.0,0.0,1.0,0
157,4,7950,2,23,20,1.0,0,2,9,1988,1,2,2.0,2.0,0.0,2.0,0
158,4,9576,0,23,958,1.0,0,2,9,1985,6,17,0.0,1.0,0.0,1.0,0
159,4,4665,2,23,3956,1.0,0,2,6,1989,7,1,0.0,2.0,0.0,2.0,0
160,4,6103,2,23,1007,2.0,0,2,8,1987,12,15,0.0,90.0,0.0,90.0,0
161,0,586,0,23,888,2.0,0,2,0,1999,5,12,1.0,1.0,100.0,0.0,0
162,4,6014,0,23,5516,1.0,0,2,6,1989,7,3,0.0,1.0,0.0,1.0,0
163,4,3533,2,23,877,2.0,0,2,5,1999,6,4,0.0,1.0,0.0,1.0,0
164,4,12708,2,23,55,2.0,2,0,5,1985,6,11,4.0,5.0,0.0,5.0,0
165,4,2085,2,23,1006,2.0,0,2,2,1984,2,20,1.0,1.0,0.0,1.0,0
166,0,3565,0,23,1000,2.0,0,0,2,1988,2,19,3.0,3.0,100.0,0.0,0
167,4,3492,0,23,1015,2.0,0,2,9,1996,10,19,1.0,1.0,0.0,1.0,0
168,4,2677,2,23,5516,1.0,0,2,6,1989,2,8,0.0,1.0,0.0,1.0,0
169,4,3004,2,23,897,2.0,0,2,9,1989,2,16,0.0,4.0,0.0,4.0,0
170,4,6815,0,23,5516,1.0,0,2,2,1985,4,10,0.0,1.0,0.0,1.0,0
171,0,9469,0,23,1001,2.0,0,2,1,1998,10,1,1.0,1.0,100.0,0.0,0
172,4,3154,2,23,5516,1.0,0,2,9,1984,6,11,0.0,1.0,0.0,1.0,0
173,4,6326,2,23,19,1.0,0,2,5,1997,4,7,0.0,1.0,0.0,1.0,0
174,4,9941,2,23,5443,1.0,0,2,6,1984,6,10,0.0,1.0,0.0,1.0,0
175,4,1567,2,23,926,2.0,0,2,9,1988,4,11,1.0,1.0,0.0,1.0,0
176,4,4254,0,23,2459,1.0,0,2,0,1985,4,30,1.0,1.0,0.0,1.0,0
177,4,9758,2,23,1016,2.0,3,2,2,1996,10,15,0.0,4.0,0.0,4.0,0
178,4,3171,2,23,5516,1.0,0,2,6,1997,3,21,0.0,1.0,0.0,1.0,0
179,4,4712,2,23,5516,1.0,0,2,6,1985,5,7,0.0,1.0,0.0,1.0,0
180,4,1400,2,23,1494,1.0,0,2,5,1998,10,26,0.0,2.0,0.0,2.0,0
181,4,8183,2,23,53,1.0,0,2,0,1984,5,28,0.0,2.0,0.0,2.0,0
182,3,8838,1,23,1005,2.0,0,2,11,1988,3,14,0.0,2.0,0.0,2.0,0
183,4,11576,2,23,1015,2.0,0,2,2,1989,4,5,1.0,4.0,0.0,4.0,0
184,0,7377,0,23,1013,2.0,3,0,0,1996,11,30,1.0,1.0,100.0,0.0,0
185,0,11485,0,23,1007,2.0,0,1,3,1988,4,8,2.0,2.0,100.0,0.0,0
186,0,4518,0,23,877,2.0,0,0,9,1999,12,22,2.0,2.0,100.0,0.0,0
187,4,7121,2,23,20,1.0,0,2,2,1988,7,15,0.0,1.0,0.0,1.0,0
188,4,1434,2,23,53,1.0,0,2,2,1993,7,21,2.0,2.0,0.0,2.0,0
189,4,5556,2,23,5516,1.0,0,2,6,1993,7,17,0.0,1.0,0.0,1.0,0
190,4,921,0,23,1000,2.0,0,1,8,1982,11,15,0.0,2.0,0.0,2.0,0
191,4,10559,2,23,53,1.0,0,2,4,1986,5,4,0.0,4.0,0.0,4.0,0
192,4,10363,0,23,19,1.0,0,2,9,1982,10,17,3.0,3.0,0.0,3.0,0
193,4,7429,2,23,1000,2.0,0,2,5,1993,5,16,2.0,4.0,0.0,4.0,0
194,0,157,0,23,912,2.0,0,0,1,1982,9,26,3.0,3.0,100.0,0.0,1
195,4,7141,0,23,912,2.0,0,2,8,1986,11,2,0.0,1.0,0.0,1.0,0
196,4,287,2,23,5516,1.0,0,2,5,1986,5,9,0.0,1.0,0.0,1.0,0
197,4,3955,2,23,53,1.0,0,2,0,1982,9,10,0.0,4.0,0.0,4.0,0
198,4,1723,0,23,53,1.0,0,2,2,1993,4,9,2.0,2.0,0.0,2.0,0
199,4,10927,0,23,5952,1.0,0,2,6,1993,4,7,1.0,1.0,0.0,1.0,0
200,4,9992,2,23,1013,2.0,3,2,2,1982,9,6,0.0,3.0,0.0,3.0,0
201,0,4736,0,23,1007,2.0,0,2,0,1986,5,9,1.0,1.0,100.0,0.0,0
202,4,8193,2,23,63,1.0,0,2,0,1982,9,6,0.0,2.0,0.0,2.0,0
203,4,11963,0,23,5516,1.0,0,2,6,1986,5,14,0.0,1.0,0.0,1.0,0
204,3,3116,2,23,1020,2.0,3,2,0,1991,5,23,0.0,1.0,0.0,1.0,0
205,4,12787,2,23,19,1.0,0,2,2,1993,7,27,0.0,1.0,0.0,1.0,0
206,4,13652,0,23,20,1.0,0,2,5,1993,7,27,0.0,2.0,0.0,2.0,0
207,4,3192,2,23,877,2.0,0,0,2,1983,1,17,0.0,2.0,0.0,2.0,0
208,0,6649,0,23,1018,2.0,3,0,1,1993,9,27,2.0,2.0,100.0,0.0,0
209,4,7887,2,23,1018,2.0,3,0,0,1987,1,7,2.0,6.0,0.0,6.0,0
210,0,4768,0,23,5443,1.0,0,0,6,1991,4,14,1.0,1.0,100.0,0.0,0
211,4,4999,0,23,888,2.0,0,2,2,1986,12,12,1.0,1.0,0.0,1.0,0
212,4,6493,0,23,5516,1.0,0,2,9,1982,5,30,0.0,1.0,0.0,1.0,0
213,4,1108,2,23,1018,2.0,3,2,3,1993,8,26,0.0,2.0,0.0,2.0,0
214,4,760,2,23,1000,2.0,0,2,5,1986,12,3,0.0,1.0,0.0,1.0,0
215,0,6987,0,23,931,2.0,0,2,0,1982,11,20,3.0,3.0,100.0,0.0,0
216,4,3721,2,23,5516,1.0,0,2,9,1993,8,4,0.0,1.0,0.0,1.0,0
217,4,579,0,23,1012,2.0,3,0,2,1982,11,20,2.0,2.0,0.0,2.0,0
218,4,3083,2,23,2460,1.0,0,2,9,1986,5,20,0.0,1.0,0.0,1.0,0
219,4,5704,2,23,888,2.0,0,2,9,1991,7,29,0.0,1.0,0.0,1.0,0
220,0,11346,0,23,888,2.0,0,2,6,1991,7,31,2.0,2.0,100.0,0.0,0
221,0,11346,0,23,888,2.0,0,2,6,1991,7,31,2.0,2.0,100.0,0.0,0
222,4,1337,2,23,1015,2.0,0,2,9,1991,11,23,3.0,3.0,0.0,3.0,0
223,4,10500,2,23,2460,1.0,0,2,6,1986,8,5,0.0,1.0,0.0,1.0,0
224,4,475,2,23,2462,1.0,0,2,6,1986,8,4,0.0,1.0,0.0,1.0,0
225,4,10679,2,23,1018,2.0,3,2,5,1991,12,13,0.0,8.0,0.0,8.0,0
226,4,4711,0,23,5516,1.0,0,2,6,1982,7,14,0.0,1.0,0.0,1.0,0
227,0,7387,0,23,929,2.0,0,2,2,1992,7,23,4.0,4.0,100.0,0.0,0
228,4,1221,2,23,931,2.0,0,2,2,1992,1,6,1.0,1.0,0.0,1.0,0
229,4,3060,2,23,19,1.0,0,2,2,1982,7,4,0.0,1.0,0.0,1.0,0
230,4,4003,2,23,19,1.0,0,2,5,1982,6,28,0.0,1.0,0.0,1.0,0
231,4,5137,0,23,2460,1.0,0,2,6,1992,7,3,0.0,1.0,0.0,1.0,0
232,0,10475,0,23,896,2.0,0,2,1,1992,2,6,1.0,1.0,100.0,0.0,0
233,4,3307,0,23,5443,1.0,0,2,9,1986,7,28,0.0,1.0,0.0,1.0,0
234,0,3302,0,23,5443,1.0,0,2,6,1992,3,8,1.0,1.0,100.0,0.0,0
235,4,3460,2,23,930,2.0,0,2,9,1986,6,14,1.0,4.0,0.0,4.0,0
236,0,2769,0,23,19,1.0,0,0,0,1986,7,16,1.0,1.0,100.0,0.0,0
237,0,6574,0,23,5516,1.0,0,2,9,1982,6,21,1.0,1.0,100.0,0.0,0
238,4,9904,0,23,2459,1.0,0,2,6,1986,7,12,1.0,1.0,0.0,1.0,0
239,4,12692,2,23,5516,1.0,0,2,9,1986,6,24,0.0,1.0,0.0,1.0,0
240,4,3710,2,23,883,2.0,0,0,2,1986,8,7,0.0,1.0,0.0,1.0,0
241,4,4962,2,23,883,2.0,0,2,9,1986,6,8,0.0,4.0,0.0,4.0,0
242,3,3831,1,23,877,2.0,0,2,9,1993,3,7,0.0,7.0,0.0,7.0,0
243,4,3564,2,23,61,1.0,0,2,8,1986,9,17,0.0,2.0,0.0,2.0,0
244,4,586,0,23,881,2.0,0,2,2,1991,8,4,4.0,4.0,0.0,4.0,0
245,4,10522,2,23,19,1.0,0,2,2,1986,9,13,0.0,3.0,0.0,3.0,0
246,4,3798,2,23,19,1.0,0,2,3,1986,5,26,2.0,2.0,0.0,2.0,0
247,4,12060,2,23,883,2.0,0,0,0,1993,1,11,1.0,1.0,0.0,1.0,0
248,4,10136,2,23,19,1.0,0,2,0,1986,8,31,0.0,2.0,0.0,2.0,0
249,4,1085,2,23,1502,2.0,0,2,9,1992,12,29,0.0,1.0,0.0,1.0,0
250,0,6819,0,23,1007,2.0,0,1,1,1992,12,25,1.0,1.0,100.0,0.0,0
251,4,7642,2,23,883,2.0,0,0,1,1992,11,23,1.0,1.0,0.0,1.0,0
252,4,10809,2,23,896,2.0,0,2,5,1982,8,12,0.0,4.0,0.0,4.0,0
253,4,9941,2,23,5443,1.0,0,2,6,1986,5,31,0.0,1.0,0.0,1.0,0
254,0,6405,0,23,5516,1.0,0,2,6,1986,6,5,1.0,1.0,100.0,0.0,0
255,0,1876,0,23,19,1.0,0,0,2,1991,10,5,1.0,1.0,100.0,0.0,0
256,0,5277,2,23,1000,2.0,0,2,10,1992,10,6,2.0,2.0,50.0,1.0,0
257,4,9495,2,23,19,1.0,0,2,11,1992,9,15,1.0,1.0,0.0,1.0,0
258,4,187,0,23,1007,2.0,0,2,2,1982,8,1,0.0,1.0,0.0,1.0,0
259,0,3349,0,23,1007,2.0,0,2,2,1986,8,8,1.0,1.0,100.0,0.0,0
260,4,9576,0,23,5516,1.0,0,2,6,1993,11,18,1.0,1.0,0.0,1.0,0
261,4,9304,2,23,1495,1.0,0,2,0,1993,10,26,1.0,1.0,0.0,1.0,0
262,4,1363,2,23,1033,2.0,0,2,0,2000,6,4,0.0,4.0,0.0,4.0,0
263,4,4042,2,23,2458,1.0,0,2,9,1983,6,11,0.0,1.0,0.0,1.0,0
264,0,8110,0,23,1007,2.0,0,2,2,1983,6,2,2.0,2.0,100.0,0.0,0
265,0,11661,0,23,1019,2.0,3,0,1,1994,10,8,1.0,1.0,100.0,0.0,0
266,0,3775,0,23,926,2.0,0,1,2,1994,10,5,1.0,1.0,100.0,0.0,0
267,4,516,2,23,5516,1.0,0,2,6,1994,10,5,0.0,1.0,0.0,1.0,0
268,4,7533,0,23,883,2.0,0,2,9,1987,7,13,1.0,1.0,0.0,1.0,0
269,4,9796,2,23,1015,2.0,0,2,5,2000,7,8,0.0,2.0,0.0,2.0,0
270,4,203,2,23,877,2.0,0,2,5,1985,12,1,0.0,2.0,0.0,2.0,0
271,4,4895,2,23,5516,1.0,0,2,9,1987,4,27,0.0,1.0,0.0,1.0,0
272,4,4001,2,23,5516,1.0,0,2,2,1994,8,18,0.0,1.0,0.0,1.0,0
273,0,2554,0,23,1010,2.0,3,2,11,1985,12,3,1.0,1.0,100.0,0.0,0
274,0,8020,0,23,53,1.0,0,2,1,1994,8,6,3.0,3.0,100.0,0.0,0
275,0,12030,0,23,1008,2.0,0,2,2,1983,2,3,2.0,2.0,100.0,0.0,1
276,4,232,2,23,1494,1.0,0,2,5,1987,5,24,2.0,2.0,0.0,2.0,0
277,4,7911,2,23,896,2.0,0,2,0,1994,12,11,1.0,1.0,0.0,1.0,0
278,4,10642,0,23,2460,1.0,0,2,6,1983,6,25,1.0,1.0,0.0,1.0,0
279,0,2354,0,23,1015,2.0,0,2,0,1983,7,20,6.0,6.0,100.0,0.0,0
280,4,9131,0,23,19,1.0,0,2,2,1985,9,9,2.0,2.0,0.0,2.0,0
281,0,8989,0,23,1000,2.0,0,0,1,1995,6,1,3.0,3.0,100.0,0.0,0
282,0,4120,0,23,1007,2.0,0,2,1,1985,9,12,1.0,1.0,100.0,0.0,0
283,4,8119,2,23,2460,1.0,0,2,9,1990,4,28,0.0,1.0,0.0,1.0,0
284,4,10991,2,23,896,2.0,0,2,10,1995,5,23,1.0,3.0,0.0,3.0,0
285,4,5905,2,23,1000,2.0,0,2,0,1983,7,15,0.0,1.0,0.0,1.0,0
