,target,location,aircraft_damage,make,model,number_of_engines,engine_type,weather_conditions,phase_of_flight,Year,Month,Day,injuries,pax_onboard,fatality_percentage,survived,amateur_built
56,2,12384,2,23,S2R,1,0,2,MANEUVERING,1989,8,3,0.0,1.0,0.0,1,No
57,2,5981,2,23,100,1,0,2,TAKEOFF,1996,5,29,0.0,1.0,0.0,1,No
58,2,12580,2,23,690A,2,3,2,LANDING,2008,5,30,0.0,2.0,0.0,2,No
59,0,9275,2,23,560F,2,0,2,APPROACH,1995,8,22,1.0,1.0,100.0,0,No
60,2,785,0,23,100-180,1,0,2,TAKEOFF,1990,1,21,0.0,1.0,0.0,1,No
61,2,12444,2,23,S2R,1,0,2,LANDING,1989,8,10,0.0,1.0,0.0,1,No
62,2,11389,2,23,560E,2,0,2,LANDING,1983,10,16,0.0,2.0,0.0,2,No
63,2,7530,0,23,100-180,1,0,2,APPROACH,1985,6,27,0.0,4.0,0.0,4,No
64,2,9199,2,23,S2R,1,0,2,MANEUVERING,1995,7,6,0.0,1.0,0.0,1,No
65,2,2400,0,23,CALAIR A-9B,1,0,2,MANEUVERING,1996,7,1,1.0,1.0,0.0,1,No
66,2,13392,2,23,S2R,1,0,2,MANEUVERING,1995,7,7,0.0,1.0,0.0,1,No
67,2,13496,2,23,500S,2,0,2,APPROACH,1999,6,12,0.0,2.0,0.0,2,No
68,2,1889,0,23,520,2,0,2,CRUISE,1987,7,27,2.0,2.0,0.0,2,No
69,2,6865,2,23,690A,2,3,2,CRUISE,1984,1,20,0.0,1.0,0.0,1,No
70,2,8223,2,23,100,1,0,2,TAKEOFF,1987,11,1,0.0,3.0,0.0,3,No
71,2,10166,2,23,680F,2,0,2,CRUISE,1982,5,15,0.0,2.0,0.0,2,No
72,2,9351,2,23,CALLAIR A9-B,1,0,2,CRUISE,1987,7,31,0.0,1.0,0.0,1,No
73,2,13669,2,23,S2R,1,0,2,CRUISE,1995,8,2,0.0,1.0,0.0,1,No
74,2,9191,2,23,100-180,1,0,2,CRUISE,1995,8,11,4.0,4.0,0.0,4,No
75,2,5697,2,23,S2R,1,0,2,MANEUVERING,1995,7,21,1.0,1.0,0.0,1,No
76,2,64,2,23,720,2,0,2,CRUISE,1987,9,30,2.0,2.0,0.0,2,No
77,2,12933,0,23,600 S-2D,1,0,2,APPROACH,1989,12,11,0.0,1.0,0.0,1,No
78,2,363,2,23,A-9,1,0,2,CRUISE,1983,9,26,1.0,1.0,0.0,1,No
79,0,4207,0,23,500B,2,0,2,DESCENT,1983,11,20,6.0,6.0,100.0,0,No
80,2,8511,2,23,S2R,1,0,2,MANEUVERING,1983,9,29,0.0,1.0,0.0,1,No
81,2,440,2,23,690,2,3,2,CRUISE,1987,9,2,0.0,5.0,0.0,5,No
82,2,1683,2,23,S2R,1,0,2,TAKEOFF,1999,9,1,0.0,1.0,0.0,1,No
83,2,11033,2,23,100,1,0,2,CRUISE,1983,11,16,0.0,1.0,0.0,1,No
84,0,7325,0,23,500S,2,0,2,MANEUVERING,1996,2,11,3.0,3.0,100.0,0,No
85,2,7754,2,23,112,1,0,2,STANDING,1995,12,11,0.0,2.0,0.0,2,No
86,0,2372,0,23,520,2,0,0,CRUISE,1983,11,8,2.0,2.0,100.0,0,No
87,0,1850,0,23,112,1,0,2,GO-AROUND,1995,12,23,2.0,2.0,100.0,0,No
88,2,743,2,23,100-180,1,0,2,MANEUVERING,1983,10,15,2.0,2.0,0.0,2,No
89,2,11037,2,23,100-180,1,0,2,TAKEOFF,1990,1,21,0.0,2.0,0.0,2,No
90,2,11715,2,23,680FL,2,0,2,APPROACH,1987,9,2,0.0,7.0,0.0,7,No
91,2,9469,2,23,100,1,0,1,CRUISE,1983,9,20,1.0,1.0,0.0,1,No
92,0,7985,0,23,500-B,2,0,2,UNKNOWN,1996,5,2,3.0,3.0,100.0,0,No
93,2,4001,2,23,S2R,1,0,2,TAKEOFF,1983,12,1,1.0,1.0,0.0,1,No
94,2,6339,2,23,680E,2,0,0,LANDING,1990,1,18,3.0,3.0,0.0,3,No
95,2,2710,2,23,200D,1,0,2,APPROACH,1996,4,28,0.0,1.0,0.0,1,No
96,2,6125,2,23,S2R,1,0,2,TAKEOFF,1983,8,30,0.0,1.0,0.0,1,No
97,2,7668,2,23,100-180,1,0,2,LANDING,1996,4,26,0.0,2.0,0.0,2,No
98,0,6069,0,23,680FLP,2,0,2,TAKEOFF,1989,9,10,2.0,2.0,50.0,1,No
99,0,6214,0,23,560,2,0,2,MANEUVERING,1995,9,8,2.0,2.0,100.0,0,No
100,2,9275,2,23,560-F,2,0,2,LANDING,1987,9,24,0.0,1.0,0.0,1,No
101,2,9521,2,23,S2R,1,0,2,MANEUVERING,1985,7,3,0.0,1.0,0.0,1,No
102,0,7844,0,23,112,1,0,0,MANEUVERING,1987,8,27,1.0,1.0,100.0,0,No
103,2,11269,0,23,500B,2,0,2,TAKEOFF,1999,3,18,2.0,2.0,0.0,2,No
104,2,10881,2,23,1121,2,2,1,LANDING,1984,3,1,0.0,2.0,0.0,2,No
105,1,10426,1,23,681B,2,3,2,DESCENT,1998,6,29,0.0,3.0,0.0,3,No
106,2,5260,2,23,500B,2,0,2,TAKEOFF,1988,9,16,1.0,1.0,0.0,1,No
107,2,1328,2,23,S2R,1,0,2,TAKEOFF,1985,3,6,0.0,1.0,0.0,1,No
108,2,3692,2,23,690,2,3,2,TAXI,1998,7,28,0.0,2.0,0.0,2,No
109,0,606,0,23,100-180,1,0,2,APPROACH,1997,10,5,4.0,4.0,75.0,1,No
110,2,4435,2,23,S2R,1,0,2,MANEUVERING,1984,7,24,0.0,1.0,0.0,1,No
111,2,7851,2,23,685,2,0,2,CRUISE,1998,7,29,0.0,2.0,0.0,2,No
112,0,6213,0,23,AC-500A,2,0,2,CRUISE,1997,9,6,2.0,2.0,100.0,0,No
113,2,12908,2,23,THRUSH S2R,1,0,2,TAKEOFF,1984,7,20,0.0,1.0,0.0,1,No
114,2,6285,2,23,680V,2,3,2,CRUISE,1985,3,6,0.0,5.0,0.0,5,No
115,0,6960,0,23,690A,2,3,2,APPROACH,1988,5,17,1.0,1.0,100.0,0,No
116,0,10190,0,23,CALLAIR A-9,1,0,2,MANEUVERING,1984,7,13,1.0,1.0,100.0,0,No
117,2,2911,2,23,500-B,2,0,2,CLIMB,1997,7,8,2.0,2.0,0.0,2,No
118,2,1938,0,23,680T,2,3,2,DESCENT,1984,7,11,1.0,1.0,0.0,1,No
119,0,227,0,23,720,2,0,0,APPROACH,1988,12,9,2.0,2.0,100.0,0,No
120,2,3561,2,23,CALLAIR A-9B,1,0,2,MANEUVERING,1997,6,23,0.0,1.0,0.0,1,No
121,2,899,2,23,S2R,1,0,2,TAKEOFF,1998,8,18,1.0,1.0,0.0,1,No
122,2,338,0,23,S2R,1,0,2,MANEUVERING,1984,6,30,1.0,1.0,0.0,1,No
123,2,6960,2,23,200D,1,0,2,APPROACH,1997,6,13,0.0,1.0,0.0,1,No
124,2,10824,2,23,CALLAIR A-9B,1,0,2,TAKEOFF,1997,6,12,0.0,1.0,0.0,1,No
125,2,10913,2,23,200D,1,0,2,APPROACH,1997,11,18,0.0,1.0,0.0,1,No
126,2,11115,2,23,685,2,0,2,TAKEOFF,1988,6,16,0.0,1.0,0.0,1,No
127,0,6215,0,23,112,1,0,2,MANEUVERING,1997,12,1,3.0,3.0,100.0,0,No
128,2,2852,2,23,S2R,1,0,2,TAKEOFF,1998,4,4,0.0,1.0,0.0,1,No
129,2,1085,2,23,500-A,2,0,2,TAKEOFF,1998,5,9,0.0,1.0,0.0,1,No
130,2,4050,2,23,500,2,0,2,APPROACH,1984,11,17,1.0,1.0,0.0,1,No
131,2,4160,2,23,100,1,0,2,TAKEOFF,1998,3,26,1.0,1.0,0.0,1,No
132,0,9617,0,23,690A,2,3,0,APPROACH,1984,12,20,2.0,2.0,50.0,1,No
133,2,4081,2,23,680FLP,2,0,0,TAKEOFF,1998,3,13,1.0,4.0,0.0,4,No
134,0,9172,0,23,CALLAIR A-9,1,0,2,MANEUVERING,1998,5,31,1.0,1.0,100.0,0,No
135,0,1391,0,23,680V,2,3,0,DESCENT,1984,9,3,1.0,1.0,100.0,0,No
136,0,5540,0,23,S2R,1,0,2,APPROACH,1998,6,5,1.0,1.0,100.0,0,No
137,0,6950,0,23,690,2,3,1,CRUISE,1984,8,25,4.0,4.0,100.0,0,No
138,0,3727,0,23,500-B,2,0,0,CLIMB,1998,1,10,3.0,3.0,66.66666666666666,1,No
139,2,11954,2,23,520,2,0,2,TAKEOFF,1984,8,14,0.0,1.0,0.0,1,No
140,0,5312,0,23,680FL,2,0,0,APPROACH,1998,6,16,1.0,1.0,100.0,0,No
141,0,5988,0,23,100-180,1,0,2,MANEUVERING,1988,8,23,3.0,3.0,100.0,0,No
142,0,13701,0,23,690A,2,3,2,APPROACH,1997,12,12,2.0,2.0,100.0,0,No
143,2,7307,2,23,S2R,1,0,2,MANEUVERING,1998,9,9,0.0,1.0,0.0,1,No
144,2,3824,2,23,200D,1,0,2,MANEUVERING,1999,3,13,0.0,2.0,0.0,2,No
145,2,12490,2,23,690,2,3,2,CLIMB,1996,9,20,0.0,2.0,0.0,2,No
146,2,5449,2,23,560F,2,0,2,LANDING,1984,4,6,0.0,2.0,0.0,2,No
147,2,1278,2,23,112,1,0,2,LANDING,1989,6,3,0.0,2.0,0.0,2,No
148,0,6574,0,23,680E,2,0,2,TAKEOFF,1996,9,9,1.0,1.0,100.0,0,No
149,2,8882,2,23,S2R,1,0,2,MANEUVERING,1995,7,6,0.0,1.0,0.0,1,No
150,2,5468,0,23,S2R,1,0,2,TAKEOFF,1999,3,19,1.0,1.0,0.0,1,No
151,2,10448,0,23,600,1,0,2,MANEUVERING,1996,8,12,0.0,1.0,0.0,1,No
152,2,5218,2,23,S2R,1,0,2,MANEUVERING,1996,8,11,0.0,1.0,0.0,1,No
153,0,928,0,23,560A,2,0,2,APPROACH,1999,1,30,4.0,4.0,50.0,2,No
154,2,7887,0,23,500-B,2,0,0,APPROACH,1984,3,31,1.0,1.0,0.0,1,No
155,2,2193,2,23,200D,1,0,2,APPROACH,1988,1,16,2.0,2.0,0.0,2,No
156,2,13595,0,23,A-98,1,0,2,MANEUVERING,1984,3,23,1.0,1.0,0.0,1,No
157,2,7950,2,23,100-180,1,0,2,TAKEOFF,1988,1,2,2.0,2.0,0.0,2,No
158,2,9576,0,23,600S-20,1,0,2,TAKEOFF,1985,6,17,0.0,1.0,0.0,1,No
159,2,4665,2,23,LARK 100-180,1,0,2,MANEUVERING,1989,7,1,0.0,2.0,0.0,2,No
160,2,6103,2,23,680FL,2,0,2,STANDING,1987,12,15,0.0,90.0,0.0,89,No
161,0,586,0,23,500B,2,0,2,APPROACH,1999,5,12,1.0,1.0,100.0,0,No
162,2,6014,0,23,S2R,1,0,2,MANEUVERING,1989,7,3,0.0,1.0,0.0,1,No
163,2,3533,2,23,500,2,0,2,LANDING,1999,6,4,0.0,1.0,0.0,1,No
164,2,12708,2,23,1121,2,2,0,LANDING,1985,6,11,4.0,5.0,0.0,5,No
165,2,2085,2,23,680F,2,0,2,CRUISE,1984,2,20,1.0,1.0,0.0,1,No
166,0,3565,0,23,680,2,0,0,CRUISE,1988,2,19,3.0,3.0,100.0,0,No
167,2,3492,0,23,685,2,0,2,TAKEOFF,1996,10,19,1.0,1.0,0.0,1,No
168,2,2677,2,23,S2R,1,0,2,MANEUVERING,1989,2,8,0.0,1.0,0.0,1,No
169,2,3004,2,23,500U,2,0,2,TAKEOFF,1989,2,16,0.0,4.0,0.0,4,No
170,2,6815,0,23,S2R,1,0,2,CRUISE,1985,4,10,0.0,1.0,0.0,1,No
171,0,9469,0,23,680 FPL,2,0,2,CLIMB,1998,10,1,1.0,1.0,100.0,0,No
172,2,3154,2,23,S2R,1,0,2,TAKEOFF,1984,6,11,0.0,1.0,0.0,1,No
173,2,6326,2,23,100,1,0,2,LANDING,1997,4,7,0.0,1.0,0.0,1,No
174,2,9941,2,23,S-2R,1,0,2,MANEUVERING,1984,6,10,0.0,1.0,0.0,1,No
175,2,1567,2,23,560,2,0,2,TAKEOFF,1988,4,11,1.0,1.0,0.0,1,No
176,2,4254,0,23,CALLAIR A-9A,1,0,2,APPROACH,1985,4,30,1.0,1.0,0.0,1,No
177,2,9758,2,23,690,2,3,2,CRUISE,1996,10,15,0.0,4.0,0.0,4,No
178,2,3171,2,23,S2R,1,0,2,MANEUVERING,1997,3,21,0.0,1.0,0.0,1,No
179,2,4712,2,23,S2R,1,0,2,MANEUVERING,1985,5,7,0.0,1.0,0.0,1,No
180,2,1400,2,23,AC-100,1,0,2,LANDING,1998,10,26,0.0,2.0,0.0,2,No
181,2,8183,2,23,112,1,0,2,APPROACH,1984,5,28,0.0,2.0,0.0,2,No
182,1,8838,1,23,680E,2,0,2,UNKNOWN,1988,3,14,0.0,2.0,0.0,2,No
183,2,11576,2,23,685,2,0,2,CRUISE,1989,4,5,1.0,4.0,0.0,4,No
184,0,7377,0,23,681,2,3,0,APPROACH,1996,11,30,1.0,1.0,100.0,0,No
185,0,11485,0,23,680FL,2,0,1,DESCENT,1988,4,8,2.0,2.0,100.0,0,No
186,0,4518,0,23,500,2,0,0,TAKEOFF,1999,12,22,2.0,2.0,100.0,0,No
187,2,7121,2,23,100-180,1,0,2,CRUISE,1988,7,15,0.0,1.0,0.0,1,No
188,2,1434,2,23,112,1,0,2,CRUISE,1993,7,21,2.0,2.0,0.0,2,No
189,2,5556,2,23,S2R,1,0,2,MANEUVERING,1993,7,17,0.0,1.0,0.0,1,No
190,2,921,0,23,680,2,0,1,STANDING,1982,11,15,0.0,2.0,0.0,2,No
191,2,10559,2,23,112,1,0,2,GO-AROUND,1986,5,4,0.0,4.0,0.0,4,No
192,2,10363,0,23,100,1,0,2,TAKEOFF,1982,10,17,3.0,3.0,0.0,3,No
193,2,7429,2,23,680,2,0,2,LANDING,1993,5,16,2.0,4.0,0.0,4,No
194,0,157,0,23,520,2,0,0,CLIMB,1982,9,26,3.0,3.0,100.0,0,Yes
195,2,7141,0,23,520,2,0,2,STANDING,1986,11,2,0.0,1.0,0.0,1,No
196,2,287,2,23,S2R,1,0,2,LANDING,1986,5,9,0.0,1.0,0.0,1,No
197,2,3955,2,23,112,1,0,2,APPROACH,1982,9,10,0.0,4.0,0.0,4,No
198,2,1723,0,23,112,1,0,2,CRUISE,1993,4,9,2.0,2.0,0.0,2,No
199,2,10927,0,23,ST-R,1,0,2,MANEUVERING,1993,4,7,1.0,1.0,0.0,1,No
200,2,9992,2,23,681,2,3,2,CRUISE,1982,9,6,0.0,3.0,0.0,3,No
201,0,4736,0,23,680FL,2,0,2,APPROACH,1986,5,9,1.0,1.0,100.0,0,No
202,2,8193,2,23,112TC,1,0,2,APPROACH,1982,9,6,0.0,2.0,0.0,2,No
203,2,11963,0,23,S2R,1,0,2,MANEUVERING,1986,5,14,0.0,1.0,0.0,1,No
204,1,3116,2,23,690C,2,3,2,APPROACH,1991,5,23,0.0,1.0,0.0,1,No
205,2,12787,2,23,100,1,0,2,CRUISE,1993,7,27,0.0,1.0,0.0,1,No
206,2,13652,0,23,100-180,1,0,2,LANDING,1993,7,27,0.0,2.0,0.0,2,No
207,2,3192,2,23,500,2,0,0,CRUISE,1983,1,17,0.0,2.0,0.0,2,No
208,0,6649,0,23,690A,2,3,0,CLIMB,1993,9,27,2.0,2.0,100.0,0,No
209,2,7887,2,23,690A,2,3,0,APPROACH,1987,1,7,2.0,6.0,0.0,6,No
210,0,4768,0,23,S-2R,1,0,0,MANEUVERING,1991,4,14,1.0,1.0,100.0,0,No
211,2,4999,0,23,500B,2,0,2,CRUISE,1986,12,12,1.0,1.0,0.0,1,No
212,2,6493,0,23,S2R,1,0,2,TAKEOFF,1982,5,30,0.0,1.0,0.0,1,No
213,2,1108,2,23,690A,2,3,2,DESCENT,1993,8,26,0.0,2.0,0.0,2,No
214,2,760,2,23,680,2,0,2,LANDING,1986,12,3,0.0,1.0,0.0,1,No
215,0,6987,0,23,560E,2,0,2,APPROACH,1982,11,20,3.0,3.0,100.0,0,No
216,2,3721,2,23,S2R,1,0,2,TAKEOFF,1993,8,4,0.0,1.0,0.0,1,No
217,2,579,0,23,680W,2,3,0,CRUISE,1982,11,20,2.0,2.0,0.0,2,No
218,2,3083,2,23,CALLAIR A-9B,1,0,2,TAKEOFF,1986,5,20,0.0,1.0,0.0,1,No
219,2,5704,2,23,500B,2,0,2,TAKEOFF,1991,7,29,0.0,1.0,0.0,1,No
220,0,11346,0,23,500B,2,0,2,MANEUVERING,1991,7,31,2.0,2.0,100.0,0,No
221,0,11346,0,23,500B,2,0,2,MANEUVERING,1991,7,31,2.0,2.0,100.0,0,No
222,2,1337,2,23,685,2,0,2,TAKEOFF,1991,11,23,3.0,3.0,0.0,3,No
223,2,10500,2,23,CALLAIR A-9B,1,0,2,MANEUVERING,1986,8,5,0.0,1.0,0.0,1,No
224,2,475,2,23,CALLAIR A9B,1,0,2,MANEUVERING,1986,8,4,0.0,1.0,0.0,1,No
225,2,10679,2,23,690A,2,3,2,LANDING,1991,12,13,0.0,8.0,0.0,8,No
226,2,4711,0,23,S2R,1,0,2,MANEUVERING,1982,7,14,0.0,1.0,0.0,1,No
227,0,7387,0,23,560-F,2,0,2,CRUISE,1992,7,23,4.0,4.0,100.0,0,No
228,2,1221,2,23,560E,2,0,2,CRUISE,1992,1,6,1.0,1.0,0.0,1,No
229,2,3060,2,23,100,1,0,2,CRUISE,1982,7,4,0.0,1.0,0.0,1,No
230,2,4003,2,23,100,1,0,2,LANDING,1982,6,28,0.0,1.0,0.0,1,No
231,2,5137,0,23,CALLAIR A-9B,1,0,2,MANEUVERING,1992,7,3,0.0,1.0,0.0,1,No
232,0,10475,0,23,500S,2,0,2,CLIMB,1992,2,6,1.0,1.0,100.0,0,No
233,2,3307,0,23,S-2R,1,0,2,TAKEOFF,1986,7,28,0.0,1.0,0.0,1,No
234,0,3302,0,23,S-2R,1,0,2,MANEUVERING,1992,3,8,1.0,1.0,100.0,0,No
235,2,3460,2,23,560A,2,0,2,TAKEOFF,1986,6,14,1.0,4.0,0.0,4,No
236,0,2769,0,23,100,1,0,0,APPROACH,1986,7,16,1.0,1.0,100.0,0,No
237,0,6574,0,23,S2R,1,0,2,TAKEOFF,1982,6,21,1.0,1.0,100.0,0,No
238,2,9904,0,23,CALLAIR A-9A,1,0,2,MANEUVERING,1986,7,12,1.0,1.0,0.0,1,No
239,2,12692,2,23,S2R,1,0,2,TAKEOFF,1986,6,24,0.0,1.0,0.0,1,No
240,2,3710,2,23,500-B,2,0,0,CRUISE,1986,8,7,0.0,1.0,0.0,1,No
241,2,4962,2,23,500-B,2,0,2,TAKEOFF,1986,6,8,0.0,4.0,0.0,4,No
242,1,3831,1,23,500,2,0,2,TAKEOFF,1993,3,7,0.0,7.0,0.0,7,No
243,2,3564,2,23,112A,1,0,2,STANDING,1986,9,17,0.0,2.0,0.0,2,No
244,2,586,0,23,500-698,2,0,2,CRUISE,1991,8,4,4.0,4.0,0.0,4,No
245,2,10522,2,23,100,1,0,2,CRUISE,1986,9,13,0.0,3.0,0.0,3,No
246,2,3798,2,23,100,1,0,2,DESCENT,1986,5,26,2.0,2.0,0.0,2,No
247,2,12060,2,23,500-B,2,0,0,APPROACH,1993,1,11,1.0,1.0,0.0,1,No
248,2,10136,2,23,100,1,0,2,APPROACH,1986,8,31,0.0,2.0,0.0,2,No
249,2,1085,2,23,AC-500B,2,0,2,TAKEOFF,1992,12,29,0.0,1.0,0.0,1,No
250,0,6819,0,23,680FL,2,0,1,CLIMB,1992,12,25,1.0,1.0,100.0,0,No
251,2,7642,2,23,500-B,2,0,0,CLIMB,1992,11,23,1.0,1.0,0.0,1,No
252,2,10809,2,23,500S,2,0,2,LANDING,1982,8,12,0.0,4.0,0.0,4,No
253,2,9941,2,23,S-2R,1,0,2,MANEUVERING,1986,5,31,0.0,1.0,0.0,1,No
254,0,6405,0,23,S2R,1,0,2,MANEUVERING,1986,6,5,1.0,1.0,100.0,0,No
255,0,1876,0,23,100,1,0,0,CRUISE,1991,10,5,1.0,1.0,100.0,0,No
256,0,5277,2,23,680,2,0,2,TAXI,1992,10,6,2.0,2.0,50.0,1,No
257,2,9495,2,23,100,1,0,2,UNKNOWN,1992,9,15,1.0,1.0,0.0,1,No
258,2,187,0,23,680FL,2,0,2,CRUISE,1982,8,1,0.0,1.0,0.0,1,No
259,0,3349,0,23,680FL,2,0,2,CRUISE,1986,8,8,1.0,1.0,100.0,0,No
260,2,9576,0,23,S2R,1,0,2,MANEUVERING,1993,11,18,1.0,1.0,0.0,1,No
261,2,9304,2,23,AC-100-180,1,0,2,APPROACH,1993,10,26,1.0,1.0,0.0,1,No
262,2,1363,2,23,700,2,0,2,APPROACH,2000,6,4,0.0,4.0,0.0,4,No
263,2,4042,2,23,CALLAIR A-9,1,0,2,TAKEOFF,1983,6,11,0.0,1.0,0.0,1,No
264,0,8110,0,23,680FL,2,0,2,CRUISE,1983,6,2,2.0,2.0,100.0,0,No
265,0,11661,0,23,690B,2,3,0,CLIMB,1994,10,8,1.0,1.0,100.0,0,No
266,0,3775,0,23,560,2,0,1,CRUISE,1994,10,5,1.0,1.0,100.0,0,No
267,2,516,2,23,S2R,1,0,2,MANEUVERING,1994,10,5,0.0,1.0,0.0,1,No
268,2,7533,0,23,500-B,2,0,2,TAKEOFF,1987,7,13,1.0,1.0,0.0,1,No
